Ref_Date,GEO,GROUP,Vector,Coordinate,Value
2013/2014,Ontario,"Mathematics, computer and information sciences",v62427248,7.8,7613.0
2014/2015,Ontario,"Mathematics, computer and information sciences",v62427248,7.8,7928.0
2006/2007,Ontario,Engineering,v62427249,7.9,6768.0
2007/2008,Ontario,Engineering,v62427249,7.9,6983.0
2008/2009,Ontario,Engineering,v62427249,7.9,7326.0
2009/2010,Ontario,Engineering,v62427249,7.9,7766.0
2010/2011,Ontario,Engineering,v62427249,7.9,8335.0
2011/2012,Ontario,Engineering,v62427249,7.9,9197.0
2012/2013,Ontario,Engineering,v62427249,7.9,9376.0
2013/2014,Ontario,Engineering,v62427249,7.9,9975.0
2014/2015,Ontario,Engineering,v62427249,7.9,10460.0
2006/2007,Ontario,Architecture and related technologies,v62427234,7.10,5098.0
2007/2008,Ontario,Architecture and related technologies,v62427234,7.10,5388.0
2008/2009,Ontario,Architecture and related technologies,v62427234,7.10,5810.0
2009/2010,Ontario,Architecture and related technologies,v62427234,7.10,6269.0
2010/2011,Ontario,Architecture and related technologies,v62427234,7.10,6761.0
2011/2012,Ontario,Architecture and related technologies,v62427234,7.10,7170.0
2012/2013,Ontario,Architecture and related technologies,v62427234,7.10,7140.0
2013/2014,Ontario,Architecture and related technologies,v62427234,7.10,7255.0
2014/2015,Ontario,Architecture and related technologies,v62427234,7.10,7564.0
2006/2007,Ontario,"Agriculture, natural resources and conservation",v62427235,7.11,4386.0
2007/2008,Ontario,"Agriculture, natural resources and conservation",v62427235,7.11,4542.0
2008/2009,Ontario,"Agriculture, natural resources and conservation",v62427235,7.11,4969.0
2009/2010,Ontario,"Agriculture, natural resources and conservation",v62427235,7.11,5284.0
2010/2011,Ontario,"Agriculture, natural resources and conservation",v62427235,7.11,5385.0
2011/2012,Ontario,"Agriculture, natural resources and conservation",v62427235,7.11,5645.0
2012/2013,Ontario,"Agriculture, natural resources and conservation",v62427235,7.11,5778.0
2013/2014,Ontario,"Agriculture, natural resources and conservation",v62427235,7.11,5971.0
2014/2015,Ontario,"Agriculture, natural resources and conservation",v62427235,7.11,6150.0
2007/2008,Ontario,Dentistry,v62427236,7.12,19948.0
2008/2009,Ontario,Dentistry,v62427236,7.12,20966.0
2009/2010,Ontario,Dentistry,v62427236,7.12,22639.0
2010/2011,Ontario,Dentistry,v62427236,7.12,24450.0
2011/2012,Ontario,Dentistry,v62427236,7.12,26406.0
2012/2013,Ontario,Dentistry,v62427236,7.12,28523.0
2013/2014,Ontario,Dentistry,v62427236,7.12,30339.0
2014/2015,Ontario,Dentistry,v62427236,7.12,32289.0
2006/2007,Ontario,Medicine,v62427237,7.13,15297.0
2007/2008,Ontario,Medicine,v62427237,7.13,16003.0
2008/2009,Ontario,Medicine,v62427237,7.13,16540.0
2009/2010,Ontario,Medicine,v62427237,7.13,17380.0
2010/2011,Ontario,Medicine,v62427237,7.13,18400.0
2011/2012,Ontario,Medicine,v62427237,7.13,19462.0
2012/2013,Ontario,Medicine,v62427237,7.13,20681.0
2013/2014,Ontario,Medicine,v62427237,7.13,21637.0
2014/2015,Ontario,Medicine,v62427237,7.13,22744.0
2007/2008,Ontario,Nursing,v62427238,7.14,4625.0
2008/2009,Ontario,Nursing,v62427238,7.14,4803.0
2009/2010,Ontario,Nursing,v62427238,7.14,5011.0
2010/2011,Ontario,Nursing,v62427238,7.14,5235.0
2011/2012,Ontario,Nursing,v62427238,7.14,5498.0
2012/2013,Ontario,Nursing,v62427238,7.14,5678.0
2013/2014,Ontario,Nursing,v62427238,7.14,5982.0
2014/2015,Ontario,Nursing,v62427238,7.14,6194.0
2008/2009,Ontario,Pharmacy,v62427239,7.15,19002.0
2009/2010,Ontario,Pharmacy,v62427239,7.15,19551.0
2010/2011,Ontario,Pharmacy,v62427239,7.15,22029.0
2011/2012,Ontario,Pharmacy,v62427239,7.15,23144.0
2012/2013,Ontario,Pharmacy,v62427239,7.15,23083.0
2013/2014,Ontario,Pharmacy,v62427239,7.15,24105.0
2014/2015,Ontario,Pharmacy,v62427239,7.15,25357.0
2007/2008,Ontario,Veterinary medicine,v62427240,7.16,5108.0
2008/2009,Ontario,Veterinary medicine,v62427240,7.16,5418.0
2009/2010,Ontario,Veterinary medicine,v62427240,7.16,5749.0
2010/2011,Ontario,Veterinary medicine,v62427240,7.16,6102.0
2011/2012,Ontario,Veterinary medicine,v62427240,7.16,6479.0
2012/2013,Ontario,Veterinary medicine,v62427240,7.16,6883.0
2013/2014,Ontario,Veterinary medicine,v62427240,7.16,7197.0
2014/2015,Ontario,Veterinary medicine,v62427240,7.16,7526.0
2006/2007,Ontario,"Other health, parks, recreation and fitness",v62427241,7.17,6343.0
2007/2008,Ontario,"Other health, parks, recreation and fitness",v62427241,7.17,4688.0
2008/2009,Ontario,"Other health, parks, recreation and fitness",v62427241,7.17,4771.0
2009/2010,Ontario,"Other health, parks, recreation and fitness",v62427241,7.17,5020.0
2010/2011,Ontario,"Other health, parks, recreation and fitness",v62427241,7.17,5432.0
2011/2012,Ontario,"Other health, parks, recreation and fitness",v62427241,7.17,5691.0
2012/2013,Ontario,"Other health, parks, recreation and fitness",v62427241,7.17,6240.0
2013/2014,Ontario,"Other health, parks, recreation and fitness",v62427241,7.17,6588.0
2014/2015,Ontario,"Other health, parks, recreation and fitness",v62427241,7.17,6800.0
2006/2007,Manitoba,Education,v62427250,8.1,2911.0
2007/2008,Manitoba,Education,v62427250,8.1,2922.0
2008/2009,Manitoba,Education,v62427250,8.1,2861.0
2009/2010,Manitoba,Education,v62427250,8.1,2981.0
2010/2011,Manitoba,Education,v62427250,8.1,3129.0
2011/2012,Manitoba,Education,v62427250,8.1,3167.0
2012/2013,Manitoba,Education,v62427250,8.1,3219.0
2013/2014,Manitoba,Education,v62427250,8.1,3272.0
2014/2015,Manitoba,Education,v62427250,8.1,3351.0
2006/2007,Manitoba,"Visual and performing arts, and communications technologies",v62427258,8.2,3527.0
2007/2008,Manitoba,"Visual and performing arts, and communications technologies",v62427258,8.2,3500.0
2008/2009,Manitoba,"Visual and performing arts, and communications technologies",v62427258,8.2,3236.0
2009/2010,Manitoba,"Visual and performing arts, and communications technologies",v62427258,8.2,3318.0
2010/2011,Manitoba,"Visual and performing arts, and communications technologies",v62427258,8.2,3489.0
2011/2012,Manitoba,"Visual and performing arts, and communications technologies",v62427258,8.2,3527.0
2012/2013,Manitoba,"Visual and performing arts, and communications technologies",v62427258,8.2,3512.0
2013/2014,Manitoba,"Visual and performing arts, and communications technologies",v62427258,8.2,3560.0
2014/2015,Manitoba,"Visual and performing arts, and communications technologies",v62427258,8.2,3645.0
2006/2007,Manitoba,Humanities,v62427259,8.3,3136.0
2007/2008,Manitoba,Humanities,v62427259,8.3,2897.0
2008/2009,Manitoba,Humanities,v62427259,8.3,2811.0
2009/2010,Manitoba,Humanities,v62427259,8.3,2929.0
2010/2011,Manitoba,Humanities,v62427259,8.3,3084.0
2011/2012,Manitoba,Humanities,v62427259,8.3,3115.0
2012/2013,Manitoba,Humanities,v62427259,8.3,3223.0
2013/2014,Manitoba,Humanities,v62427259,8.3,3279.0
2014/2015,Manitoba,Humanities,v62427259,8.3,3358.0
2006/2007,Manitoba,Social and behavioural sciences,v62427260,8.4,2879.0
2007/2008,Manitoba,Social and behavioural sciences,v62427260,8.4,2874.0
2008/2009,Manitoba,Social and behavioural sciences,v62427260,8.4,2826.0
2009/2010,Manitoba,Social and behavioural sciences,v62427260,8.4,2939.0
2010/2011,Manitoba,Social and behavioural sciences,v62427260,8.4,3097.0
2011/2012,Manitoba,Social and behavioural sciences,v62427260,8.4,3127.0
2012/2013,Manitoba,Social and behavioural sciences,v62427260,8.4,3224.0
2013/2014,Manitoba,Social and behavioural sciences,v62427260,8.4,3287.0
2014/2015,Manitoba,Social and behavioural sciences,v62427260,8.4,3367.0
2006/2007,Manitoba,"Law, legal professions and studies",v62427261,8.5,7592.0
2007/2008,Manitoba,"Law, legal professions and studies",v62427261,8.5,7594.0
2008/2009,Manitoba,"Law, legal professions and studies",v62427261,8.5,7611.0
2009/2010,Manitoba,"Law, legal professions and studies",v62427261,8.5,8203.0
2010/2011,Manitoba,"Law, legal professions and studies",v62427261,8.5,8611.0
2011/2012,Manitoba,"Law, legal professions and studies",v62427261,8.5,8700.0
2012/2013,Manitoba,"Law, legal professions and studies",v62427261,8.5,8949.0
2013/2014,Manitoba,"Law, legal professions and studies",v62427261,8.5,9086.0
2014/2015,Manitoba,"Law, legal professions and studies",v62427261,8.5,9304.0
2006/2007,Manitoba,Business management and public administration,v62427262,8.6,3432.0
2007/2008,Manitoba,Business management and public administration,v62427262,8.6,3392.0
2008/2009,Manitoba,Business management and public administration,v62427262,8.6,3625.0
2009/2010,Manitoba,Business management and public administration,v62427262,8.6,3777.0
2010/2011,Manitoba,Business management and public administration,v62427262,8.6,3975.0
2011/2012,Manitoba,Business management and public administration,v62427262,8.6,3981.0
2012/2013,Manitoba,Business management and public administration,v62427262,8.6,3958.0
2013/2014,Manitoba,Business management and public administration,v62427262,8.6,4000.0
2014/2015,Manitoba,Business management and public administration,v62427262,8.6,4096.0
2006/2007,Manitoba,Physical and life sciences and technologies,v62427263,8.7,3066.0
2007/2008,Manitoba,Physical and life sciences and technologies,v62427263,8.7,3093.0
2008/2009,Manitoba,Physical and life sciences and technologies,v62427263,8.7,3137.0
2009/2010,Manitoba,Physical and life sciences and technologies,v62427263,8.7,3300.0
2010/2011,Manitoba,Physical and life sciences and technologies,v62427263,8.7,3466.0
2011/2012,Manitoba,Physical and life sciences and technologies,v62427263,8.7,3502.0
2012/2013,Manitoba,Physical and life sciences and technologies,v62427263,8.7,3582.0
2013/2014,Manitoba,Physical and life sciences and technologies,v62427263,8.7,3643.0
2014/2015,Manitoba,Physical and life sciences and technologies,v62427263,8.7,3731.0
2006/2007,Manitoba,"Mathematics, computer and information sciences",v62427264,8.8,3166.0
2007/2008,Manitoba,"Mathematics, computer and information sciences",v62427264,8.8,3075.0
2008/2009,Manitoba,"Mathematics, computer and information sciences",v62427264,8.8,3117.0
2009/2010,Manitoba,"Mathematics, computer and information sciences",v62427264,8.8,3272.0
2010/2011,Manitoba,"Mathematics, computer and information sciences",v62427264,8.8,3439.0
2011/2012,Manitoba,"Mathematics, computer and information sciences",v62427264,8.8,3476.0
2012/2013,Manitoba,"Mathematics, computer and information sciences",v62427264,8.8,3577.0
2013/2014,Manitoba,"Mathematics, computer and information sciences",v62427264,8.8,3648.0
2014/2015,Manitoba,"Mathematics, computer and information sciences",v62427264,8.8,3735.0
2006/2007,Manitoba,Engineering,v62427265,8.9,4096.0
2007/2008,Manitoba,Engineering,v62427265,8.9,5119.0
2008/2009,Manitoba,Engineering,v62427265,8.9,5081.0
2009/2010,Manitoba,Engineering,v62427265,8.9,5128.0
2010/2011,Manitoba,Engineering,v62427265,8.9,5211.0
2011/2012,Manitoba,Engineering,v62427265,8.9,5081.0
2012/2013,Manitoba,Engineering,v62427265,8.9,5102.0
2013/2014,Manitoba,Engineering,v62427265,8.9,5185.0
2014/2015,Manitoba,Engineering,v62427265,8.9,5310.0
2006/2007,Manitoba,Architecture and related technologies,v62427251,8.10,3489.0
2007/2008,Manitoba,Architecture and related technologies,v62427251,8.10,3482.0
2008/2009,Manitoba,Architecture and related technologies,v62427251,8.10,3488.0
2009/2010,Manitoba,Architecture and related technologies,v62427251,8.10,3643.0
2010/2011,Manitoba,Architecture and related technologies,v62427251,8.10,3826.0
2011/2012,Manitoba,Architecture and related technologies,v62427251,8.10,3785.0
2012/2013,Manitoba,Architecture and related technologies,v62427251,8.10,3891.0
2013/2014,Manitoba,Architecture and related technologies,v62427251,8.10,3952.0
2014/2015,Manitoba,Architecture and related technologies,v62427251,8.10,4047.0
2006/2007,Manitoba,"Agriculture, natural resources and conservation",v62427252,8.11,3305.0
2007/2008,Manitoba,"Agriculture, natural resources and conservation",v62427252,8.11,3312.0
2008/2009,Manitoba,"Agriculture, natural resources and conservation",v62427252,8.11,3325.0
2009/2010,Manitoba,"Agriculture, natural resources and conservation",v62427252,8.11,3478.0
2010/2011,Manitoba,"Agriculture, natural resources and conservation",v62427252,8.11,3639.0
2011/2012,Manitoba,"Agriculture, natural resources and conservation",v62427252,8.11,3668.0
2012/2013,Manitoba,"Agriculture, natural resources and conservation",v62427252,8.11,3761.0
2013/2014,Manitoba,"Agriculture, natural resources and conservation",v62427252,8.11,3818.0
2014/2015,Manitoba,"Agriculture, natural resources and conservation",v62427252,8.11,3910.0
2007/2008,Manitoba,Dentistry,v62427253,8.12,11950.0
2008/2009,Manitoba,Dentistry,v62427253,8.12,11950.0
2009/2010,Manitoba,Dentistry,v62427253,8.12,12488.0
2010/2011,Manitoba,Dentistry,v62427253,8.12,14986.0
2011/2012,Manitoba,Dentistry,v62427253,8.12,17983.0
2012/2013,Manitoba,Dentistry,v62427253,8.12,18486.0
2013/2014,Manitoba,Dentistry,v62427253,8.12,18782.0
2014/2015,Manitoba,Dentistry,v62427253,8.12,19233.0
2006/2007,Manitoba,Medicine,v62427254,8.13,6550.0
2007/2008,Manitoba,Medicine,v62427254,8.13,6550.0
2008/2009,Manitoba,Medicine,v62427254,8.13,6550.0
2009/2010,Manitoba,Medicine,v62427254,8.13,6845.0
2010/2011,Manitoba,Medicine,v62427254,8.13,7187.0
2011/2012,Manitoba,Medicine,v62427254,8.13,7259.0
2012/2013,Manitoba,Medicine,v62427254,8.13,7462.0
2013/2014,Manitoba,Medicine,v62427254,8.13,7582.0
2014/2015,Manitoba,Medicine,v62427254,8.13,7764.0
2007/2008,Manitoba,Nursing,v62427255,8.14,3301.0
2008/2009,Manitoba,Nursing,v62427255,8.14,3460.0
2009/2010,Manitoba,Nursing,v62427255,8.14,3562.0
2010/2011,Manitoba,Nursing,v62427255,8.14,3746.0
2011/2012,Manitoba,Nursing,v62427255,8.14,3818.0
2012/2013,Manitoba,Nursing,v62427255,8.14,3931.0
2013/2014,Manitoba,Nursing,v62427255,8.14,4006.0
2014/2015,Manitoba,Nursing,v62427255,8.14,4102.0
2007/2008,Manitoba,Pharmacy,v62427256,8.15,5548.0
2008/2009,Manitoba,Pharmacy,v62427256,8.15,5556.0
2009/2010,Manitoba,Pharmacy,v62427256,8.15,5890.0
2010/2011,Manitoba,Pharmacy,v62427256,8.15,6194.0
2011/2012,Manitoba,Pharmacy,v62427256,8.15,6131.0
2012/2013,Manitoba,Pharmacy,v62427256,8.15,6294.0
2013/2014,Manitoba,Pharmacy,v62427256,8.15,6780.0
2014/2015,Manitoba,Pharmacy,v62427256,8.15,7695.0
2006/2007,Manitoba,"Other health, parks, recreation and fitness",v62427257,8.17,2780.0
2007/2008,Manitoba,"Other health, parks, recreation and fitness",v62427257,8.17,3466.0
2008/2009,Manitoba,"Other health, parks, recreation and fitness",v62427257,8.17,3294.0
2009/2010,Manitoba,"Other health, parks, recreation and fitness",v62427257,8.17,3346.0
2010/2011,Manitoba,"Other health, parks, recreation and fitness",v62427257,8.17,3618.0
2011/2012,Manitoba,"Other health, parks, recreation and fitness",v62427257,8.17,3639.0
2012/2013,Manitoba,"Other health, parks, recreation and fitness",v62427257,8.17,3433.0
2013/2014,Manitoba,"Other health, parks, recreation and fitness",v62427257,8.17,3484.0
2014/2015,Manitoba,"Other health, parks, recreation and fitness",v62427257,8.17,3568.0
2006/2007,Saskatchewan,Education,v62427266,9.1,4481.0
2007/2008,Saskatchewan,Education,v62427266,9.1,4479.0
2008/2009,Saskatchewan,Education,v62427266,9.1,4479.0
2009/2010,Saskatchewan,Education,v62427266,9.1,4615.0
2010/2011,Saskatchewan,Education,v62427266,9.1,4834.0
2011/2012,Saskatchewan,Education,v62427266,9.1,5113.0
2012/2013,Saskatchewan,Education,v62427266,9.1,5361.0
2013/2014,Saskatchewan,Education,v62427266,9.1,5588.0
2014/2015,Saskatchewan,Education,v62427266,9.1,5802.0
2006/2007,Saskatchewan,"Visual and performing arts, and communications technologies",v62427274,9.2,4410.0
2007/2008,Saskatchewan,"Visual and performing arts, and communications technologies",v62427274,9.2,4413.0
2008/2009,Saskatchewan,"Visual and performing arts, and communications technologies",v62427274,9.2,4414.0
2009/2010,Saskatchewan,"Visual and performing arts, and communications technologies",v62427274,9.2,4548.0
2010/2011,Saskatchewan,"Visual and performing arts, and communications technologies",v62427274,9.2,4762.0
2011/2012,Saskatchewan,"Visual and performing arts, and communications technologies",v62427274,9.2,5213.0
2012/2013,Saskatchewan,"Visual and performing arts, and communications technologies",v62427274,9.2,5394.0
2013/2014,Saskatchewan,"Visual and performing arts, and communications technologies",v62427274,9.2,5669.0
2014/2015,Saskatchewan,"Visual and performing arts, and communications technologies",v62427274,9.2,5890.0
2006/2007,Saskatchewan,Humanities,v62427275,9.3,4410.0
2007/2008,Saskatchewan,Humanities,v62427275,9.3,4409.0
2008/2009,Saskatchewan,Humanities,v62427275,9.3,4414.0
2009/2010,Saskatchewan,Humanities,v62427275,9.3,4548.0
2010/2011,Saskatchewan,Humanities,v62427275,9.3,4756.0
2011/2012,Saskatchewan,Humanities,v62427275,9.3,4951.0
2012/2013,Saskatchewan,Humanities,v62427275,9.3,5182.0
2013/2014,Saskatchewan,Humanities,v62427275,9.3,5450.0
2014/2015,Saskatchewan,Humanities,v62427275,9.3,5660.0
2006/2007,Saskatchewan,Social and behavioural sciences,v62427276,9.4,4409.0
2007/2008,Saskatchewan,Social and behavioural sciences,v62427276,9.4,4409.0
2008/2009,Saskatchewan,Social and behavioural sciences,v62427276,9.4,4414.0
2009/2010,Saskatchewan,Social and behavioural sciences,v62427276,9.4,4548.0
2010/2011,Saskatchewan,Social and behavioural sciences,v62427276,9.4,4764.0
2011/2012,Saskatchewan,Social and behavioural sciences,v62427276,9.4,4989.0
2012/2013,Saskatchewan,Social and behavioural sciences,v62427276,9.4,5113.0
2013/2014,Saskatchewan,Social and behavioural sciences,v62427276,9.4,5331.0
2014/2015,Saskatchewan,Social and behavioural sciences,v62427276,9.4,5541.0
2006/2007,Saskatchewan,"Law, legal professions and studies",v62427277,9.5,6840.0
2007/2008,Saskatchewan,"Law, legal professions and studies",v62427277,9.5,6840.0
2008/2009,Saskatchewan,"Law, legal professions and studies",v62427277,9.5,6840.0
2009/2010,Saskatchewan,"Law, legal professions and studies",v62427277,9.5,7353.0
2010/2011,Saskatchewan,"Law, legal professions and studies",v62427277,9.5,8070.0
2011/2012,Saskatchewan,"Law, legal professions and studies",v62427277,9.5,8490.0
2012/2013,Saskatchewan,"Law, legal professions and studies",v62427277,9.5,9900.0
2013/2014,Saskatchewan,"Law, legal professions and studies",v62427277,9.5,11400.0
2014/2015,Saskatchewan,"Law, legal professions and studies",v62427277,9.5,12015.0
2006/2007,Saskatchewan,Business management and public administration,v62427278,9.6,4963.0
2007/2008,Saskatchewan,Business management and public administration,v62427278,9.6,4960.0
2008/2009,Saskatchewan,Business management and public administration,v62427278,9.6,4960.0
2009/2010,Saskatchewan,Business management and public administration,v62427278,9.6,5184.0
2010/2011,Saskatchewan,Business management and public administration,v62427278,9.6,5471.0
2011/2012,Saskatchewan,Business management and public administration,v62427278,9.6,5788.0
2012/2013,Saskatchewan,Business management and public administration,v62427278,9.6,6036.0
2013/2014,Saskatchewan,Business management and public administration,v62427278,9.6,6271.0
2014/2015,Saskatchewan,Business management and public administration,v62427278,9.6,6519.0
2006/2007,Saskatchewan,Physical and life sciences and technologies,v62427279,9.7,4474.0
2007/2008,Saskatchewan,Physical and life sciences and technologies,v62427279,9.7,4473.0
2008/2009,Saskatchewan,Physical and life sciences and technologies,v62427279,9.7,4473.0
2009/2010,Saskatchewan,Physical and life sciences and technologies,v62427279,9.7,4612.0
2010/2011,Saskatchewan,Physical and life sciences and technologies,v62427279,9.7,4825.0
2011/2012,Saskatchewan,Physical and life sciences and technologies,v62427279,9.7,5138.0
2012/2013,Saskatchewan,Physical and life sciences and technologies,v62427279,9.7,5328.0
2013/2014,Saskatchewan,Physical and life sciences and technologies,v62427279,9.7,5564.0
2014/2015,Saskatchewan,Physical and life sciences and technologies,v62427279,9.7,5803.0
2006/2007,Saskatchewan,"Mathematics, computer and information sciences",v62427280,9.8,4462.0
2007/2008,Saskatchewan,"Mathematics, computer and information sciences",v62427280,9.8,4456.0
2008/2009,Saskatchewan,"Mathematics, computer and information sciences",v62427280,9.8,4456.0
2009/2010,Saskatchewan,"Mathematics, computer and information sciences",v62427280,9.8,4592.0
2010/2011,Saskatchewan,"Mathematics, computer and information sciences",v62427280,9.8,4810.0
2011/2012,Saskatchewan,"Mathematics, computer and information sciences",v62427280,9.8,5203.0
2012/2013,Saskatchewan,"Mathematics, computer and information sciences",v62427280,9.8,5319.0
2013/2014,Saskatchewan,"Mathematics, computer and information sciences",v62427280,9.8,5541.0
2014/2015,Saskatchewan,"Mathematics, computer and information sciences",v62427280,9.8,5781.0
2006/2007,Saskatchewan,Engineering,v62427281,9.9,5222.0
2007/2008,Saskatchewan,Engineering,v62427281,9.9,5223.0
2008/2009,Saskatchewan,Engineering,v62427281,9.9,5223.0
2009/2010,Saskatchewan,Engineering,v62427281,9.9,5448.0
2010/2011,Saskatchewan,Engineering,v62427281,9.9,5748.0
2011/2012,Saskatchewan,Engineering,v62427281,9.9,6273.0
2012/2013,Saskatchewan,Engineering,v62427281,9.9,6702.0
2013/2014,Saskatchewan,Engineering,v62427281,9.9,6094.0
2014/2015,Saskatchewan,Engineering,v62427281,9.9,6384.0
2006/2007,Saskatchewan,"Agriculture, natural resources and conservation",v62427267,9.11,4524.0
2007/2008,Saskatchewan,"Agriculture, natural resources and conservation",v62427267,9.11,4523.0
2008/2009,Saskatchewan,"Agriculture, natural resources and conservation",v62427267,9.11,4524.0
2009/2010,Saskatchewan,"Agriculture, natural resources and conservation",v62427267,9.11,4659.0
2010/2011,Saskatchewan,"Agriculture, natural resources and conservation",v62427267,9.11,4866.0
2011/2012,Saskatchewan,"Agriculture, natural resources and conservation",v62427267,9.11,4983.0
2012/2013,Saskatchewan,"Agriculture, natural resources and conservation",v62427267,9.11,5190.0
2013/2014,Saskatchewan,"Agriculture, natural resources and conservation",v62427267,9.11,5424.0
2014/2015,Saskatchewan,"Agriculture, natural resources and conservation",v62427267,9.11,5658.0
2007/2008,Saskatchewan,Dentistry,v62427268,9.12,32000.0
2008/2009,Saskatchewan,Dentistry,v62427268,9.12,32000.0
2009/2010,Saskatchewan,Dentistry,v62427268,9.12,32960.0
2010/2011,Saskatchewan,Dentistry,v62427268,9.12,32960.0
2011/2012,Saskatchewan,Dentistry,v62427268,9.12,32960.0
2012/2013,Saskatchewan,Dentistry,v62427268,9.12,32960.0
2013/2014,Saskatchewan,Dentistry,v62427268,9.12,32960.0
2014/2015,Saskatchewan,Dentistry,v62427268,9.12,32960.0
2006/2007,Saskatchewan,Medicine,v62427269,9.13,11036.0
2007/2008,Saskatchewan,Medicine,v62427269,9.13,11036.0
2008/2009,Saskatchewan,Medicine,v62427269,9.13,11036.0
2009/2010,Saskatchewan,Medicine,v62427269,9.13,11367.0
2010/2011,Saskatchewan,Medicine,v62427269,9.13,12276.0
2011/2012,Saskatchewan,Medicine,v62427269,9.13,12921.0
2012/2013,Saskatchewan,Medicine,v62427269,9.13,13890.0
2013/2014,Saskatchewan,Medicine,v62427269,9.13,14930.0
2014/2015,Saskatchewan,Medicine,v62427269,9.13,15530.0
2007/2008,Saskatchewan,Nursing,v62427270,9.14,4779.0
2008/2009,Saskatchewan,Nursing,v62427270,9.14,4779.0
2009/2010,Saskatchewan,Nursing,v62427270,9.14,4922.0
2010/2011,Saskatchewan,Nursing,v62427270,9.14,5141.0
2011/2012,Saskatchewan,Nursing,v62427270,9.14,5264.0
2012/2013,Saskatchewan,Nursing,v62427270,9.14,5516.0
2013/2014,Saskatchewan,Nursing,v62427270,9.14,5913.0
2014/2015,Saskatchewan,Nursing,v62427270,9.14,6187.0
2008/2009,Saskatchewan,Pharmacy,v62427271,9.15,6670.0
2009/2010,Saskatchewan,Pharmacy,v62427271,9.15,7102.0
2010/2011,Saskatchewan,Pharmacy,v62427271,9.15,7510.0
2011/2012,Saskatchewan,Pharmacy,v62427271,9.15,7750.0
2012/2013,Saskatchewan,Pharmacy,v62427271,9.15,8146.0
2013/2014,Saskatchewan,Pharmacy,v62427271,9.15,7250.0
2014/2015,Saskatchewan,Pharmacy,v62427271,9.15,7543.0
2007/2008,Saskatchewan,Veterinary medicine,v62427272,9.16,6553.0
2008/2009,Saskatchewan,Veterinary medicine,v62427272,9.16,6553.0
2009/2010,Saskatchewan,Veterinary medicine,v62427272,9.16,6750.0
2010/2011,Saskatchewan,Veterinary medicine,v62427272,9.16,7020.0
2011/2012,Saskatchewan,Veterinary medicine,v62427272,9.16,7174.0
2012/2013,Saskatchewan,Veterinary medicine,v62427272,9.16,7497.0
2013/2014,Saskatchewan,Veterinary medicine,v62427272,9.16,7872.0
2014/2015,Saskatchewan,Veterinary medicine,v62427272,9.16,8266.0
2006/2007,Saskatchewan,"Other health, parks, recreation and fitness",v62427273,9.17,4524.0
2007/2008,Saskatchewan,"Other health, parks, recreation and fitness",v62427273,9.17,4524.0
2008/2009,Saskatchewan,"Other health, parks, recreation and fitness",v62427273,9.17,4462.0
2009/2010,Saskatchewan,"Other health, parks, recreation and fitness",v62427273,9.17,4593.0
2010/2011,Saskatchewan,"Other health, parks, recreation and fitness",v62427273,9.17,4812.0
2011/2012,Saskatchewan,"Other health, parks, recreation and fitness",v62427273,9.17,5202.0
2012/2013,Saskatchewan,"Other health, parks, recreation and fitness",v62427273,9.17,5390.0
2013/2014,Saskatchewan,"Other health, parks, recreation and fitness",v62427273,9.17,5627.0
2014/2015,Saskatchewan,"Other health, parks, recreation and fitness",v62427273,9.17,5848.0
2006/2007,Alberta,Education,v62427129,10.1,4589.0
2007/2008,Alberta,Education,v62427129,10.1,4816.0
2008/2009,Alberta,Education,v62427129,10.1,4873.0
2009/2010,Alberta,Education,v62427129,10.1,5073.0
2010/2011,Alberta,Education,v62427129,10.1,5149.0
2011/2012,Alberta,Education,v62427129,10.1,5166.0
2012/2013,Alberta,Education,v62427129,10.1,5221.0
2013/2014,Alberta,Education,v62427129,10.1,5230.0
2014/2015,Alberta,Education,v62427129,10.1,5282.0
2006/2007,Alberta,"Visual and performing arts, and communications technologies",v62427137,10.2,4435.0
2007/2008,Alberta,"Visual and performing arts, and communications technologies",v62427137,10.2,4665.0
2008/2009,Alberta,"Visual and performing arts, and communications technologies",v62427137,10.2,4798.0
2009/2010,Alberta,"Visual and performing arts, and communications technologies",v62427137,10.2,4747.0
2010/2011,Alberta,"Visual and performing arts, and communications technologies",v62427137,10.2,4818.0
2011/2012,Alberta,"Visual and performing arts, and communications technologies",v62427137,10.2,4834.0
2012/2013,Alberta,"Visual and performing arts, and communications technologies",v62427137,10.2,4940.0
2013/2014,Alberta,"Visual and performing arts, and communications technologies",v62427137,10.2,4934.0
2014/2015,Alberta,"Visual and performing arts, and communications technologies",v62427137,10.2,4983.0
2006/2007,Alberta,Humanities,v62427138,10.3,4610.0
2007/2008,Alberta,Humanities,v62427138,10.3,4838.0
2008/2009,Alberta,Humanities,v62427138,10.3,4850.0
2009/2010,Alberta,Humanities,v62427138,10.3,5063.0
2010/2011,Alberta,Humanities,v62427138,10.3,5139.0
2011/2012,Alberta,Humanities,v62427138,10.3,5157.0
2012/2013,Alberta,Humanities,v62427138,10.3,5023.0
2013/2014,Alberta,Humanities,v62427138,10.3,5014.0
2014/2015,Alberta,Humanities,v62427138,10.3,5067.0
2006/2007,Alberta,Social and behavioural sciences,v62427139,10.4,4644.0
2007/2008,Alberta,Social and behavioural sciences,v62427139,10.4,4793.0
2008/2009,Alberta,Social and behavioural sciences,v62427139,10.4,4873.0
2009/2010,Alberta,Social and behavioural sciences,v62427139,10.4,5072.0
